Script started on 2026-09-19 19:44:03+08:00 [TERM="dumb" TTY="/dev/pts/7" COLUMNS="80" LINES="24"]
[INFO] [launch]: All log files can be found below /home/aa/.ros/log/2026-09-19-19-44-04-014969-rog-38409
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [mavros_node-1]: process started with pid [38435]
[mavros_node-1] [INFO] [1789819262.867551342] [mavros.sys]: FCU: EVENT 9844908 with args -0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819262.871657956] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819262.971835669] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819263.071771607] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819263.171797957] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819263.271764893] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819263.371729581] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819263.471460924] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819263.571761856] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819263.671986123] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819263.771821665] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819263.871950466] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819263.971876727] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819264.071792097] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819264.171738076] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819264.271657756] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819264.371714046] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819264.388361584] [mavros.sys]: FCU: UNK(8): EVENT 11047904 with args -0-0-0-16-0-0-0-0-0-247-191-127-128-247-191-127-128-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819264.388514623] [mavros.sys]: FCU: EVENT 377561 with args -8-0-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [ERROR] [1789819264.388620805] [mavros.sys]: FCU: EVENT 3087815 with args -0-64-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819264.388758733] [mavros.sys]: FCU: UNK(8): EVENT 1914663 with args -0-138-29-2-56-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819264.471608330] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819264.571691990] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819264.672034803] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819264.771598513] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [INFO] [1789819264.871967763] [mavros.sys]: FCU: EVENT 16017271 with args -6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819268.432530283] [mavros.sys]: FCU: UNK(8): EVENT 11047904 with args -0-0-0-16-0-0-0-0-0-247-191-127-128-247-191-127-128-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819268.432673350] [mavros.sys]: FCU: EVENT 377561 with args -8-0-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [ERROR] [1789819268.432777770] [mavros.sys]: FCU: EVENT 3087815 with args -0-64-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819268.433004898] [mavros.sys]: FCU: UNK(8): EVENT 1914663 with args -0-138-25-2-56-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819431.615069277] [mavros.sys]: FCU: UNK(8): EVENT 11047904 with args -0-0-0-0-0-0-0-0-0-247-255-127-128-247-255-127-128-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819431.615238706] [mavros.sys]: FCU: EVENT 377561 with args -8-0-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819431.615364661] [mavros.sys]: FCU: UNK(8): EVENT 1914663 with args -0-138-25-2-56-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819432.010685734] [mavros.cmd]: CMD: Unexpected command 176, result 0
[mavros_node-1] [INFO] [1789819432.111022787] [mavros.sys]: FCU: EVENT 9489139 with args -4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819432.111192302] [mavros.sys]: FCU: EVENT 1203183 with args -234-7-9-19-12-3-52-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819433.666718403] [mavros.sys]: FCU: UNK(8): EVENT 11047904 with args -0-0-0-0-0-0-0-0-0-247-255-127-128-247-255-127-128-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819433.666918196] [mavros.sys]: FCU: EVENT 377561 with args -8-0-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819433.667050694] [mavros.sys]: FCU: UNK(8): EVENT 1914663 with args -0-138-29-2-56-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819433.858918732] [mavros.sys]: FCU: EVENT 4277609 with args -0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819453.771326841] [mavros.sys]: FCU: EVENT 3322590 with args -0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819453.782682594] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819453.882363660] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819453.982400834] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819454.082391961] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819454.182484742] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819454.282375336] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819454.382836715] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819454.482424094] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819454.582478329] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819454.682465927] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819454.782468140] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819454.882496356] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819454.982527102] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819455.082476761] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819455.182694219] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819455.282397497] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819455.382427366] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819455.482431169] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819455.582515172] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819455.682671771] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819455.782362799] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819455.882382048] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819455.982448269] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819456.051005688] [mavros.sys]: FCU: UNK(8): EVENT 11047904 with args -0-0-0-16-0-0-0-0-0-247-191-127-128-247-191-127-128-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819456.051160117] [mavros.sys]: FCU: EVENT 377561 with args -8-0-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [ERROR] [1789819456.051261720] [mavros.sys]: FCU: EVENT 3087815 with args -0-64-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819456.051429415] [mavros.sys]: FCU: UNK(8): EVENT 1914663 with args -0-138-29-2-56-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819456.082397245] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819456.182447735] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819456.282330909] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819456.382466235] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819456.482688917] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819456.582730016] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819456.682397976] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819456.782596994] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819456.882745399] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [INFO] [1789819456.882975294] [mavros.sys]: FCU: EVENT 9844908 with args -0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819456.982757905] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819457.082769013] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819457.182376995] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819457.282441714] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819457.382655077] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819457.482603513] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819457.582680682] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819457.682431766] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819457.782440706] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819457.882404470] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819457.982490673] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819458.082302110] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819458.182544534] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819458.282400099] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819458.382478103] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819458.482360147] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819458.582372010] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819458.682295385] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819458.782423844] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [INFO] [1789819458.882284112] [mavros.sys]: FCU: EVENT 16017271 with args -6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819462.234487156] [mavros.sys]: FCU: UNK(8): EVENT 11047904 with args -0-0-0-16-0-0-0-0-0-247-191-127-128-247-191-127-128-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819462.234668424] [mavros.sys]: FCU: EVENT 377561 with args -8-0-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [ERROR] [1789819462.234790601] [mavros.sys]: FCU: EVENT 3087815 with args -0-64-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819462.234903885] [mavros.sys]: FCU: UNK(8): EVENT 1914663 with args -0-138-25-2-56-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819631.540871307] [mavros.sys]: FCU: UNK(8): EVENT 11047904 with args -0-0-0-0-0-0-0-0-0-247-255-127-128-247-255-127-128-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819631.541137879] [mavros.sys]: FCU: EVENT 377561 with args -8-0-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819631.541274321] [mavros.sys]: FCU: UNK(8): EVENT 1914663 with args -0-138-25-2-56-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819632.753010874] [mavros.cmd]: CMD: Unexpected command 176, result 0
[mavros_node-1] [INFO] [1789819632.849348316] [mavros.sys]: FCU: EVENT 9489139 with args -4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819632.849518524] [mavros.sys]: FCU: EVENT 1203183 with args -234-7-9-19-12-7-12-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819633.593438156] [mavros.sys]: FCU: UNK(8): EVENT 11047904 with args -0-0-0-0-0-0-0-0-0-247-255-127-128-247-255-127-128-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819633.593588098] [mavros.sys]: FCU: EVENT 377561 with args -8-0-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819633.593694569] [mavros.sys]: FCU: UNK(8): EVENT 1914663 with args -0-138-29-2-56-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819634.637379773] [mavros.sys]: FCU: EVENT 4277609 with args -0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819654.736795011] [mavros.sys]: FCU: EVENT 3322590 with args -0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819654.748175233] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819654.848337006] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819654.948071793] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819655.048308509] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819655.148325999] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819655.248239460] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819655.348046999] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819655.448260336] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819655.548205505] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819655.648163955] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819655.748412710] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819655.848140475] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819655.948275169] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819656.048273615] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819656.148188263] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819656.248564747] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819656.348461534] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819656.448412883] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819656.548649121] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819656.648161631] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819656.748307818] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819656.848036615] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819656.948204983] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819657.048078384] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819657.148083373] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819657.248133834] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819657.342627010] [mavros.sys]: FCU: UNK(8): EVENT 11047904 with args -0-0-0-16-0-0-0-0-0-247-191-127-128-247-191-127-128-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819657.342768829] [mavros.sys]: FCU: EVENT 377561 with args -8-0-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [ERROR] [1789819657.342865630] [mavros.sys]: FCU: EVENT 3087815 with args -0-64-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819657.342981427] [mavros.sys]: FCU: UNK(8): EVENT 1914663 with args -0-138-29-2-56-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819657.348377701] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819657.448203090] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819657.548386439] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819657.648232216] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819657.748280963] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [WARN] [1789819657.848054242] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [INFO] [1789819657.941713527] [mavros.sys]: FCU: EVENT 9844908 with args -0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819657.948226159] [mavros.guided_target]: PositionTargetGlobal failed because no origin
[mavros_node-1] [INFO] [1789819658.024111959] [mavros.sys]: FCU: EVENT 16017271 with args -4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819659.368257025] [mavros.sys]: FCU: UNK(8): EVENT 11047904 with args -0-0-0-0-0-0-0-0-0-247-255-127-128-247-255-127-128-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819659.368446619] [mavros.sys]: FCU: EVENT 377561 with args -8-0-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819659.368593360] [mavros.sys]: FCU: UNK(8): EVENT 1914663 with args -0-138-29-2-56-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819661.420645272] [mavros.sys]: FCU: UNK(8): EVENT 11047904 with args -0-0-0-16-0-0-0-0-0-247-191-127-128-247-191-127-128-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819661.420815170] [mavros.sys]: FCU: EVENT 377561 with args -8-0-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [ERROR] [1789819661.420921200] [mavros.sys]: FCU: EVENT 3087815 with args -0-64-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819661.421016701] [mavros.sys]: FCU: UNK(8): EVENT 1914663 with args -0-138-29-2-56-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819663.476493842] [mavros.sys]: FCU: UNK(8): EVENT 11047904 with args -0-0-0-16-0-0-0-0-0-247-191-127-128-247-191-127-128-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819663.476662442] [mavros.sys]: FCU: EVENT 377561 with args -8-0-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [ERROR] [1789819663.476771145] [mavros.sys]: FCU: EVENT 3087815 with args -0-64-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819663.476854690] [mavros.sys]: FCU: UNK(8): EVENT 1914663 with args -0-138-25-2-56-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819723.808456415] [mavros.sys]: FCU: UNK(8): EVENT 11047904 with args -0-0-0-0-0-0-0-0-0-247-255-127-128-247-255-127-128-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819723.808681596] [mavros.sys]: FCU: EVENT 377561 with args -8-0-0-0-20-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819723.808809224] [mavros.sys]: FCU: UNK(8): EVENT 1914663 with args -0-138-25-2-56-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [WARN] [1789819724.096635261] [mavros.cmd]: CMD: Unexpected command 176, result 0
[mavros_node-1] [INFO] [1789819724.193737655] [mavros.sys]: FCU: EVENT 9489139 with args -4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
[mavros_node-1] [INFO] [1789819724.193886363] [mavros.sys]: FCU: EVENT 1203183 with args -234-7-9-19-12-8-44-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-
